51330,3,51000401639,269766,3,3,3,7.3004395454316001E-2,7.3004395454316001E-2,7.3004395454316001E-2,1,ATC,1,RMS
51330,3,51000399836,268459,3,3,3,23.646923196420001,27.961736555245999,23.646923196420001,1,ATC,2,RMS
51330,3,51000401641,269767,3,3,3,34.037244872888998,40.131550107983003,34.037244872888998,1,ATC,5,RMS
51330,3,51000401640,269766,3,3,3,0.64534169175638001,0.64558902153722997,0.64534169175638001,1,ATC,1,RMS
51330,3,51000398025,267270,3,3,3,69.103913506365998,70.047306968968996,69.103913506365998,1,ATC,1,RMS
51330,3,51000398045,267284,3,3,3,128.31319902701,149.36512725323001,128.31319902701,1,ATC,2,RMS
51330,3,51000398046,267285,3,3,3,23.329131017859002,27.572751088116998,23.329131017859002,1,ATC,2,RMS
51330,3,51000401642,269768,3,3,3,91.358272344100001,115.10674532777,91.358272344100001,1,ATC,2,RMS
51330,3,51000401643,269769,3,3,3,63.825204989844998,68.453368498866993,63.825204989844998,1,ATC,2,RMS
3,3,388755,261166,3,3,3,16.222350772952002,18.145751498898999,16.222350772952002,1,ATC,1,RMS
3,3,388755,261166,3,3,3,26.222350772952002,28.145751498898999,26.222350772952002,1,ATC,1,RMS
3,3,388755,261166,3,3,3,36.222350772952002,38.145751498898999,36.222350772952002,1,ATC,1,RMS
